Fold,Image,GT_Class,GT_Box,Pred_Class,Pred_Box,IOU,Match,Class_Correct
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,0,"1704.0,84.0,1856.0,224.0",0.0,"1703.9,80.0,1862.5,224.7",0.927,Yes,Yes
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,0,"1202.0,1225.0,1343.0,1375.0",0.0,"1204.0,1224.4,1337.6,1372.5",0.928,Yes,Yes
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,0,"1821.0,826.0,1943.0,951.0",0.0,"1823.7,826.6,1943.9,950.8",0.964,Yes,Yes
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,0,"1352.0,1156.0,1495.0,1306.0",0.0,"1351.9,1154.1,1494.8,1305.8",0.984,Yes,Yes
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,0,"113.0,910.0,259.0,1057.0",0.0,"112.4,910.1,259.6,1059.0",0.977,Yes,Yes
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,0,"1324.0,645.0,1467.0,774.0",0.0,"1316.9,639.0,1471.3,781.0",0.841,Yes,Yes
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,0,"394.0,1254.0,529.0,1382.0",0.0,"395.7,1251.7,527.1,1381.2",0.951,Yes,Yes
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,0,"1289.0,140.0,1451.0,277.0",0.0,"1292.2,133.5,1453.6,279.3",0.908,Yes,Yes
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,0,"1803.0,217.0,1942.0,367.0",0.0,"1796.6,219.1,1944.0,363.8",0.911,Yes,Yes
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,1,"1045.0,954.0,1208.0,1099.0",0.0,"1047.5,950.4,1211.4,1101.9",0.924,Yes,No
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,1,"145.0,37.0,294.0,183.0",0.0,"145.5,36.5,293.0,182.5",0.983,Yes,No
2,c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,1,"1207.0,984.0,1347.0,1129.0",0.0,"1209.3,983.0,1348.6,1129.2",0.965,Yes,No
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"331.0,1204.0,451.0,1310.0",0.0,"335.8,1203.0,447.4,1306.7",0.893,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"579.0,1135.0,718.0,1264.0",0.0,"580.1,1135.4,718.0,1265.7",0.976,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"71.0,370.0,208.0,513.0",0.0,"68.0,372.2,208.4,511.5",0.951,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"43.0,1045.0,155.0,1157.0",0.0,"31.6,1041.0,159.8,1157.6",0.840,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1530.0,980.0,1655.0,1100.0",0.0,"1530.4,979.8,1654.0,1097.5",0.967,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"384.0,1029.0,500.0,1153.0",0.0,"388.2,1028.7,499.3,1152.1",0.948,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"458.0,87.0,607.0,220.0",0.0,"460.6,87.7,607.3,220.1",0.975,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"763.0,107.0,895.0,239.0",0.0,"766.0,107.6,893.9,241.2",0.949,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"310.0,792.0,456.0,922.0",0.0,"319.6,796.1,457.6,926.2",0.869,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1358.0,353.0,1485.0,483.0",0.0,"1364.1,351.5,1488.6,482.8",0.914,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"219.0,119.0,343.0,243.0",0.0,"222.3,119.7,344.7,242.4",0.950,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"251.0,1037.0,381.0,1160.0",0.0,"251.5,1034.1,385.3,1159.5",0.939,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1606.0,183.0,1725.0,312.0",0.0,"1602.0,180.3,1736.5,313.5",0.857,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1640.0,618.0,1769.0,753.0",0.0,"1638.8,614.3,1771.0,756.7",0.924,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"602.0,153.0,728.0,268.0",0.0,"590.9,153.0,729.2,273.8",0.867,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"295.0,668.0,426.0,794.0",0.0,"297.1,668.8,425.5,795.5",0.962,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"399.0,227.0,529.0,366.0",0.0,"404.7,231.4,527.5,367.0",0.909,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"266.0,531.0,389.0,666.0",0.0,"260.7,526.8,394.7,675.3",0.835,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"357.0,109.0,463.0,229.0",0.0,"356.8,108.9,466.4,232.7",0.937,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1029.0,7.0,1156.0,137.0",0.0,"1032.7,9.8,1159.5,136.8",0.923,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1389.0,809.0,1543.0,944.0",0.0,"1380.4,811.7,1542.6,946.0",0.913,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1225.0,1009.0,1372.0,1155.0",0.0,"1225.8,1006.1,1371.5,1155.4",0.970,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"622.0,397.0,769.0,533.0",0.0,"625.9,398.1,768.0,533.5",0.955,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"104.0,508.0,226.0,614.0",0.0,"110.7,506.3,227.7,612.6",0.906,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1643.0,304.0,1779.0,438.0",0.0,"1644.7,305.9,1781.1,439.2",0.951,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1353.0,968.0,1498.0,1100.0",0.0,"1345.0,968.0,1499.3,1100.5",0.936,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1420.0,1065.0,1555.0,1172.0",0.0,"1413.5,1054.3,1553.3,1172.4",0.855,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1420.0,223.0,1540.0,355.0",0.0,"1406.7,220.7,1548.3,367.9",0.760,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1520.0,340.0,1643.0,458.0",0.0,"1503.2,334.4,1648.7,468.7",0.743,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1215.0,819.0,1369.0,964.0",0.0,"1214.0,821.0,1366.2,961.3",0.944,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1285.0,881.0,1428.0,1006.0",0.0,"1278.3,873.1,1432.2,1017.0",0.807,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1274.0,1161.0,1414.0,1278.0",0.0,"1268.9,1152.1,1417.1,1280.4",0.861,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"1502.0,1139.0,1599.0,1228.0",0.0,"1508.5,1143.7,1602.8,1233.8",0.803,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,0,"684.0,1229.0,786.0,1318.0",0.0,"685.4,1224.4,786.9,1321.7",0.895,Yes,Yes
2,c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,1,"896.0,405.0,1018.0,507.0",1.0,"902.2,398.6,1012.9,504.6",0.838,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"960.0,979.0,1095.0,1107.0",0.0,"960.4,978.3,1093.7,1105.2",0.968,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"114.0,1214.0,235.0,1332.0",0.0,"117.5,1212.1,230.5,1330.4",0.907,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"638.0,1051.0,782.0,1188.0",0.0,"641.7,1048.2,782.0,1189.5",0.945,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"189.0,759.0,315.0,872.0",0.0,"189.3,759.1,311.3,867.1",0.926,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1209.0,1226.0,1327.0,1354.0",0.0,"1207.7,1223.2,1328.6,1358.6",0.923,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"312.0,1102.0,446.0,1206.0",0.0,"313.3,1097.1,444.6,1209.9",0.904,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"402.0,1002.0,518.0,1129.0",0.0,"402.3,999.3,525.5,1129.5",0.914,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"478.0,1088.0,633.0,1212.0",0.0,"479.6,1086.5,632.1,1210.4",0.960,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1302.0,1089.0,1456.0,1242.0",0.0,"1307.3,1087.9,1455.8,1240.9",0.951,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"736.0,1250.0,883.0,1376.0",0.0,"737.1,1247.5,882.0,1376.0",0.966,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"559.0,152.0,711.0,294.0",0.0,"558.4,145.9,713.6,293.7",0.938,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"403.0,783.0,554.0,926.0",0.0,"405.1,781.3,552.8,923.6",0.950,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1462.0,1122.0,1581.0,1256.0",0.0,"1451.4,1116.2,1586.0,1255.0",0.841,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"264.0,606.0,400.0,742.0",0.0,"250.9,606.3,397.9,740.9",0.890,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"729.0,568.0,881.0,702.0",0.0,"729.4,568.3,881.4,702.6",0.988,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"375.0,910.0,512.0,1035.0",0.0,"378.3,912.5,514.5,1039.1",0.910,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"572.0,888.0,728.0,1024.0",0.0,"576.0,889.3,728.9,1023.8",0.957,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1525.0,944.0,1671.0,1062.0",0.0,"1523.8,946.4,1672.8,1064.5",0.941,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"724.0,443.0,856.0,591.0",0.0,"725.2,442.3,855.4,590.8",0.981,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1568.0,1149.0,1682.0,1304.0",0.0,"1569.3,1148.1,1690.3,1304.4",0.915,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1644.0,1139.0,1771.0,1251.0",0.0,"1643.7,1140.8,1773.5,1253.2",0.945,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1755.0,106.0,1913.0,257.0",0.0,"1748.6,104.5,1914.0,264.8",0.900,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1780.0,1105.0,1923.0,1246.0",0.0,"1778.9,1105.6,1921.0,1246.3",0.973,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"994.0,847.0,1146.0,991.0",0.0,"993.5,847.0,1151.3,992.5",0.954,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"613.0,749.0,745.0,906.0",0.0,"615.4,740.9,749.5,900.6",0.873,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1776.0,803.0,1912.0,954.0",0.0,"1774.4,800.6,1913.4,953.2",0.958,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"402.0,454.0,535.0,576.0",0.0,"402.3,453.6,535.9,575.2",0.981,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1412.0,396.0,1557.0,546.0",0.0,"1412.8,394.3,1558.5,545.5",0.970,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1572.0,217.0,1693.0,385.0",0.0,"1572.5,220.9,1721.6,381.0",0.775,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1637.0,1043.0,1789.0,1154.0",0.0,"1644.8,1040.1,1786.8,1162.4",0.853,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1132.0,709.0,1273.0,843.0",0.0,"1131.7,712.2,1271.4,849.5",0.919,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1479.0,762.0,1639.0,912.0",0.0,"1475.9,761.8,1639.5,913.6",0.967,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1727.0,940.0,1840.0,1076.0",0.0,"1721.7,929.6,1845.0,1079.6",0.831,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1373.0,786.0,1510.0,958.0",0.0,"1374.1,788.1,1510.4,963.3",0.949,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"768.0,1135.0,881.0,1254.0",0.0,"768.2,1137.0,876.6,1246.2",0.881,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"127.0,175.0,265.0,329.0",0.0,"126.0,171.0,270.5,330.1",0.924,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1749.0,429.0,1890.0,568.0",0.0,"1750.9,431.2,1889.7,570.5",0.952,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"131.0,604.0,250.0,731.0",0.0,"131.5,595.2,307.9,732.9",0.618,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1787.0,244.0,1927.0,397.0",0.0,"1771.7,251.8,1927.3,398.0",0.853,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"506.0,472.0,625.0,654.0",0.0,"500.2,465.8,626.0,653.5",0.913,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"96.0,285.0,273.0,415.0",0.0,"89.1,281.7,269.7,412.6",0.905,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"701.0,723.0,834.0,881.0",0.0,"697.4,716.2,833.7,880.4",0.928,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1104.0,942.0,1242.0,1076.0",0.0,"1099.7,936.8,1243.9,1066.4",0.858,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"239.0,182.0,377.0,327.0",0.0,"242.2,176.8,374.8,319.6",0.881,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1650.0,840.0,1791.0,987.0",0.0,"1640.4,838.8,1792.0,993.6",0.883,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"807.0,221.0,951.0,369.0",0.0,"807.5,228.1,960.4,367.9",0.886,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1167.0,16.0,1311.0,141.0",0.0,"1157.1,6.0,1318.3,140.2",0.823,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1107.0,814.0,1258.0,952.0",0.0,"1102.0,810.2,1261.6,955.8",0.896,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1565.0,41.0,1710.0,233.0",0.0,"1564.7,46.0,1711.9,232.7",0.958,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"914.0,617.0,1086.0,761.0",0.0,"911.3,621.3,1095.1,763.3",0.895,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1657.0,321.0,1811.0,467.0",0.0,"1650.1,317.8,1814.1,469.8",0.902,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1437.0,26.0,1596.0,180.0",0.0,"1433.4,19.1,1594.1,180.7",0.921,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"983.0,124.0,1132.0,268.0",0.0,"985.2,125.1,1143.1,271.7",0.888,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"796.0,111.0,938.0,239.0",0.0,"791.0,106.3,945.1,244.5",0.854,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1436.0,992.0,1581.0,1120.0",0.0,"1432.1,989.7,1591.0,1126.0",0.857,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1268.0,745.0,1403.0,888.0",0.0,"1254.3,744.4,1399.7,894.9",0.843,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"287.0,408.0,414.0,575.0",0.0,"278.1,410.0,413.8,578.1",0.906,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"734.0,291.0,874.0,413.0",0.0,"728.6,282.7,867.3,416.1",0.841,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1032.0,714.0,1146.0,835.0",,,,No,No
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"344.0,275.0,467.0,453.0",0.0,"336.2,262.5,464.9,460.3",0.833,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"443.0,301.0,572.0,474.0",0.0,"430.2,297.8,573.8,470.9",0.868,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1057.0,76.0,1236.0,205.0",0.0,"1040.9,70.8,1237.5,208.3",0.854,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"929.0,542.0,1060.0,669.0",0.0,"932.6,546.3,1105.5,694.7",0.587,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1150.0,311.0,1324.0,441.0",0.0,"1156.3,300.4,1332.3,441.5",0.850,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1386.0,536.0,1536.0,690.0",0.0,"1383.6,535.9,1539.7,694.0",0.936,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1359.0,118.0,1512.0,267.0",0.0,"1352.6,111.9,1518.0,271.6",0.863,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1068.0,663.0,1183.0,778.0",,,,No,No
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1229.0,922.0,1399.0,1059.0",0.0,"1233.9,922.8,1397.5,1063.6",0.926,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"798.0,1081.0,927.0,1178.0",0.0,"790.1,1074.8,929.8,1196.3",0.738,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1614.0,505.0,1752.0,634.0",0.0,"1607.9,505.3,1756.1,632.5",0.919,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"264.0,251.0,416.0,391.0",0.0,"257.4,246.3,426.0,392.5",0.863,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,1,"255.0,821.0,418.0,972.0",1.0,"256.8,824.2,414.6,973.3",0.939,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,1,"680.0,127.0,824.0,319.0",0.0,"690.9,120.2,825.6,318.0",0.881,Yes,No
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,1,"88.0,378.0,249.0,590.0",1.0,"85.1,367.7,247.1,595.7",0.904,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"545.0,277.0,699.0,416.0",0.0,"542.2,275.4,698.0,418.4",0.948,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"1023.0,494.0,1178.0,662.0",0.0,"1023.3,491.2,1178.8,663.6",0.967,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"203.0,596.0,309.0,727.0",,,,No,No
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"906.0,170.0,1051.0,334.0",0.0,"890.0,179.9,1054.9,329.8",0.812,Yes,Yes
2,c70894fa-50e8-4eed-a5a8-159a20153a49.jpg,0,"902.0,35.0,1049.0,188.0",0.0,"888.3,34.3,1061.1,189.4",0.839,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"1144.0,585.0,1268.0,715.0",0.0,"1146.2,584.1,1267.7,712.7",0.956,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"733.0,163.0,854.0,296.0",0.0,"736.5,161.4,851.2,295.5",0.934,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"1474.0,800.0,1622.0,939.0",0.0,"1476.8,799.2,1622.0,938.4",0.971,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"1552.0,593.0,1677.0,713.0",0.0,"1556.7,592.3,1679.0,713.0",0.943,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"848.0,106.0,969.0,212.0",0.0,"848.7,97.8,977.8,226.4",0.765,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"1758.0,291.0,1896.0,432.0",0.0,"1759.7,291.4,1898.3,432.0",0.969,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"840.0,365.0,967.0,474.0",0.0,"843.6,359.3,966.5,479.4",0.881,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"189.0,118.0,312.0,236.0",0.0,"193.7,117.6,311.7,231.1",0.917,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"798.0,685.0,941.0,820.0",0.0,"799.3,683.3,939.8,819.2",0.965,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"644.0,294.0,781.0,425.0",0.0,"648.6,294.2,778.2,422.1",0.924,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"319.0,373.0,445.0,482.0",0.0,"315.9,355.6,453.1,492.3",0.733,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"180.0,1173.0,289.0,1295.0",0.0,"165.1,1163.1,299.4,1306.2",0.692,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"115.0,303.0,249.0,423.0",0.0,"118.3,304.8,246.1,418.8",0.906,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"306.0,57.0,450.0,192.0",0.0,"310.6,56.8,451.6,189.6",0.939,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"1029.0,1010.0,1164.0,1154.0",0.0,"1029.2,1007.8,1164.1,1155.8",0.971,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"1453.0,301.0,1591.0,426.0",0.0,"1452.5,295.7,1591.5,426.9",0.946,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"1258.0,467.0,1399.0,593.0",0.0,"1256.5,465.7,1399.4,593.3",0.974,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"127.0,426.0,272.0,548.0",0.0,"124.0,428.0,262.8,554.9",0.857,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"992.0,111.0,1138.0,253.0",0.0,"995.7,110.0,1140.4,250.9",0.939,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"854.0,489.0,989.0,623.0",0.0,"849.8,484.5,995.7,623.1",0.894,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"1085.0,710.0,1224.0,847.0",0.0,"1080.5,707.2,1224.0,843.0",0.922,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"1547.0,140.0,1705.0,279.0",0.0,"1541.8,135.5,1693.9,285.6",0.838,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"432.0,322.0,526.0,414.0",0.0,"430.0,320.0,523.4,412.9",0.921,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"462.0,728.0,618.0,864.0",0.0,"464.6,727.1,615.8,877.0",0.882,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"1305.0,649.0,1439.0,768.0",0.0,"1303.7,647.0,1447.3,780.7",0.831,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,0,"837.0,823.0,982.0,964.0",0.0,"835.1,822.9,987.0,968.1",0.927,Yes,Yes
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,1,"1619.0,659.0,1790.0,824.0",0.0,"1622.3,659.9,1788.6,824.8",0.963,Yes,No
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,1,"428.0,77.0,592.0,231.0",0.0,"426.9,81.3,591.5,234.5",0.941,Yes,No
2,c736848a-437c-4121-b99f-58f186eb3a1d.jpg,1,"688.0,1110.0,857.0,1289.0",1.0,"687.7,1107.6,853.2,1290.6",0.955,Yes,Yes
2,c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg,0,"1192.0,835.0,1323.0,958.0",0.0,"1192.9,830.6,1323.3,957.4",0.952,Yes,Yes
2,c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg,0,"1328.0,475.0,1464.0,603.0",0.0,"1328.8,473.6,1465.8,603.4",0.968,Yes,Yes
2,c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg,0,"893.0,570.0,1027.0,695.0",0.0,"894.4,567.7,1027.7,696.5",0.956,Yes,Yes
2,c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg,0,"983.0,404.0,1105.0,534.0",0.0,"983.6,402.8,1102.7,531.3",0.947,Yes,Yes
2,c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg,0,"1763.0,1026.0,1902.0,1154.0",0.0,"1763.3,1022.2,1903.1,1153.7",0.960,Yes,Yes
